,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,month_year_creation
1318,F+BfTNvXciXgS0weJZcNIYJ2HR+CjJ48QebmwS5Z4=,F+BfTNvXciXgS0weJZcNIYJ2HR+CjJ48QebmwS5Z4=,F+BfTNvXciXgS0weJZcNIYJ2HR+CjJ48QebmwS5Z4=,,,https://t.co/79DnEdCnB1,197,441,2016-10-27,es,October 2016
1319,CMEBPEWJGfGX1Yhyo8XvQfoNi0tJ4kEjfBpeu+yH84s=,CMEBPEWJGfGX1Yhyo8XvQfoNi0tJ4kEjfBpeu+yH84s=,CMEBPEWJGfGX1Yhyo8XvQfoNi0tJ4kEjfBpeu+yH84s=,,"Fiel seguidor de las ideas de Fidel, Raúl y el Che. revolucionario 100 porciento y defensor de mi patria.",,992,1210,2019-07-05,es,July 2019
1320,AoGzyy9INtDh72x8D8XxOOt+8fFEoWC2UcJMc1LxGc=,AoGzyy9INtDh72x8D8XxOOt+8fFEoWC2UcJMc1LxGc=,AoGzyy9INtDh72x8D8XxOOt+8fFEoWC2UcJMc1LxGc=,,Amo mi isla bella y cubano hasta la médula,,132,206,2019-09-19,en,September 2019
1321,N0HS8RLFESSd2u5vVCJTtJu8VhnYezAAiqT592ZYfc8=,N0HS8RLFESSd2u5vVCJTtJu8VhnYezAAiqT592ZYfc8=,N0HS8RLFESSd2u5vVCJTtJu8VhnYezAAiqT592ZYfc8=,,,,10,18,2019-09-09,es,September 2019
1322,zA9arc7pwSc19bP6da6k0jdJysnGuN1icKDZXgKq0Q=,zA9arc7pwSc19bP6da6k0jdJysnGuN1icKDZXgKq0Q=,zA9arc7pwSc19bP6da6k0jdJysnGuN1icKDZXgKq0Q=,Cuba,Cubana,,1700,2227,2019-07-03,es,July 2019
1323,lGDdFVIQPwvuQCCFuA5irfqN1N9IJRCEgRpmBGXKNs=,lGDdFVIQPwvuQCCFuA5irfqN1N9IJRCEgRpmBGXKNs=,lGDdFVIQPwvuQCCFuA5irfqN1N9IJRCEgRpmBGXKNs=,Cuba,"Cuando se sirve bien a la Patria, se tienen en todas partes muchos viejos amigos. #JoséMartí #Cuba 🇨🇺 #DeZurdaTeam 🤝",,480,273,2020-01-12,es,January 2020
1324,rLVwS2vmErNdeLZmTUcZNiqOc6yTRY0Qa4RcYoBTNQ=,rLVwS2vmErNdeLZmTUcZNiqOc6yTRY0Qa4RcYoBTNQ=,rLVwS2vmErNdeLZmTUcZNiqOc6yTRY0Qa4RcYoBTNQ=,De todos y de ningún lugar ,"Convencida de que: Por muy larga que sea la ⛈️, el ☀️ siempre vuelve a brillar entre las ☁️☁️. Amante de la 🎼 🐕🏐📺📚🏖️ #SiguemeYTeSigo",,3,11,2019-07-27,en,July 2019
1325,1173579996683784192,Ana Alicia Morales,ana_alicia_m2,,"Dr. Cubana fiel a #Cuba y su Revolución.
#CubaPorLaSalud
#DeZurdaTeam 🤝 🐊",,5956,2146,2019-09-16,es,September 2019
1326,+xYBYGYW6GRwvaN3buHLClM758YQ3dVUzRSgdRwS08=,+xYBYGYW6GRwvaN3buHLClM758YQ3dVUzRSgdRwS08=,+xYBYGYW6GRwvaN3buHLClM758YQ3dVUzRSgdRwS08=,Cuba,"Yo ♥️ a #Cuba 🇨🇺
#DeZurdaTeam 🤝 🐬 ♠️",,827,740,2020-01-25,es,January 2020
1327,l+hQSqimk5npLf2R+hQwjYsonSfkPE0ansOOebIlyI=,l+hQSqimk5npLf2R+hQwjYsonSfkPE0ansOOebIlyI=,l+hQSqimk5npLf2R+hQwjYsonSfkPE0ansOOebIlyI=,,No crime shall go unpunished,,5,40,2020-02-07,en,February 2020
1328,B+6pCnPIlhodVD0em7p8wQvZ6iu7aNpNjc5C0690Kw=,B+6pCnPIlhodVD0em7p8wQvZ6iu7aNpNjc5C0690Kw=,B+6pCnPIlhodVD0em7p8wQvZ6iu7aNpNjc5C0690Kw=,,,,2027,2290,2012-07-06,es,July 2012
1329,5k94IHaadjLnBXHNZIT2kLjWpERt6OZEzKvruQwGndY=,5k94IHaadjLnBXHNZIT2kLjWpERt6OZEzKvruQwGndY=,5k94IHaadjLnBXHNZIT2kLjWpERt6OZEzKvruQwGndY=,La Habana,"TRINCHERAS DE IDEAS VALEN MÁS QUE TRINCHERAS DE PIEDRAS. #JoseMarti 
#Cuba 🇨🇺 #PatriaGrande #CubaSalvaVidas
#QueMisHijosNazcanSinBloqueo
#DeZurdaTeam 🤝🐺🐆",,4963,4045,2019-04-11,es,April 2019
1330,4TcB+ISF93CKzWK15gR9qvTmATqnA9s5mP8yDAqqPM=,4TcB+ISF93CKzWK15gR9qvTmATqnA9s5mP8yDAqqPM=,4TcB+ISF93CKzWK15gR9qvTmATqnA9s5mP8yDAqqPM=,"Matanzas, Cuba","💫 Revolucionaria 💯%, Seguidora de los ideales de #FidelCastro. Mi 💖 late a la izquierda... #DeZurdaTeam...",,752,737,2020-03-25,es,March 2020
1331,RCKF5tnRMCuyhob9dbBvnieVqmU0SlsgyY2iirxuss=,RCKF5tnRMCuyhob9dbBvnieVqmU0SlsgyY2iirxuss=,RCKF5tnRMCuyhob9dbBvnieVqmU0SlsgyY2iirxuss=,Cuba,"100% CUBANO. Psicólogo, Padre, Amigo, Hijo, pero sobre todo; REVOLUCIONARIO🇨🇺
#SomosContinuidad
#DeZurdaTeam",,4218,3949,2019-04-06,es,April 2019
1332,wsXymWgfQDtrziQptj9Jg0nXLTADcH0lqbXzUM8ON3A=,wsXymWgfQDtrziQptj9Jg0nXLTADcH0lqbXzUM8ON3A=,wsXymWgfQDtrziQptj9Jg0nXLTADcH0lqbXzUM8ON3A=,,"soy fan de todo lo friki, soy orgullosamente nerd 😘😻😻😻 fan de gatos y enferma compulsiva a #worldofwarcraft",,21,60,2018-08-14,es,August 2018
1333,AJYcaUNrvZSZsrnNTMNkEc2U8FgNHJB4HDh45W014M=,AJYcaUNrvZSZsrnNTMNkEc2U8FgNHJB4HDh45W014M=,AJYcaUNrvZSZsrnNTMNkEc2U8FgNHJB4HDh45W014M=,,"Lic. en Letras, amante de la literatura, de la música y de la tierra más hermosa que existe... mi bella Cuba.  
#SiguemeYTeSigo @DeZurdaTeam @VillaClaraTeam",,123,184,2020-01-20,en,January 2020
1334,S8NhFZ8tjgD2Qbxo6Wv1c3gItw18OmvhEzJ1AmgG50=,S8NhFZ8tjgD2Qbxo6Wv1c3gItw18OmvhEzJ1AmgG50=,S8NhFZ8tjgD2Qbxo6Wv1c3gItw18OmvhEzJ1AmgG50=,Cuba,"Soy cubano, revolucionario y amante del deporte nacional",,1357,2832,2019-05-01,en,May 2019
1335,yMhiRte1S6NbskSup7x3VPOo8vBvQ2mbLN+1NrGHhWs=,yMhiRte1S6NbskSup7x3VPOo8vBvQ2mbLN+1NrGHhWs=,yMhiRte1S6NbskSup7x3VPOo8vBvQ2mbLN+1NrGHhWs=,Cuba,"Me gusta.....📚 🎶 🍫🏖️❣️Tantas cosas
Y ➕ ser #DeZurdaTeam 🤝🦁♠️",,843,358,2019-10-31,es,October 2019
1336,r2GoVEXLq+Z+9f13iC79GvU4n1SU1YgY1EdFDtn8rLU=,r2GoVEXLq+Z+9f13iC79GvU4n1SU1YgY1EdFDtn8rLU=,r2GoVEXLq+Z+9f13iC79GvU4n1SU1YgY1EdFDtn8rLU=,Camagüey,😀,,9,138,2019-04-17,en,April 2019
1337,zlYP9x+KJ34kvkj9tGzGXSQTMrc6tb3S8MIU4QcjLM=,zlYP9x+KJ34kvkj9tGzGXSQTMrc6tb3S8MIU4QcjLM=,zlYP9x+KJ34kvkj9tGzGXSQTMrc6tb3S8MIU4QcjLM=,"Santiago, Chile",Amante de la vida y la buena 🍺,,37,27,2020-01-14,en,January 2020
1338,HQarNtk2rX3tNCqg7BeTwX+5AZRRclbKFxNmPSZcA=,HQarNtk2rX3tNCqg7BeTwX+5AZRRclbKFxNmPSZcA=,HQarNtk2rX3tNCqg7BeTwX+5AZRRclbKFxNmPSZcA=,,Pandita,,90,108,2020-02-18,es,February 2020
1339,mWROFnwrJVDJzb0MMjEHyhbJrrjwNHFB+HjuIscHT3w=,mWROFnwrJVDJzb0MMjEHyhbJrrjwNHFB+HjuIscHT3w=,mWROFnwrJVDJzb0MMjEHyhbJrrjwNHFB+HjuIscHT3w=,,Mariana de estos tiempos cubana🇨🇺 💯%.,,1064,1785,2019-09-28,en,September 2019
1340,hs7TvT3mr3V4VWomK21oEhiuRQaNPBvv822qvy43Ym8=,hs7TvT3mr3V4VWomK21oEhiuRQaNPBvv822qvy43Ym8=,hs7TvT3mr3V4VWomK21oEhiuRQaNPBvv822qvy43Ym8=,,Me encanta la danza y el cine y sobre todo defender a mi país.,,5,7,2020-02-05,es,February 2020
1341,YsnSbHxUFpyTWccxc5mpepi63+MsoMuCpgobOqXLgsw=,YsnSbHxUFpyTWccxc5mpepi63+MsoMuCpgobOqXLgsw=,YsnSbHxUFpyTWccxc5mpepi63+MsoMuCpgobOqXLgsw=,,Feliz como lombriz   No Porno,,288,311,2020-02-18,es,February 2020
1342,3SGPOx5Tvdi8d2CrkyaWXCpBu3UF6oqbsFpYlnrY=,3SGPOx5Tvdi8d2CrkyaWXCpBu3UF6oqbsFpYlnrY=,3SGPOx5Tvdi8d2CrkyaWXCpBu3UF6oqbsFpYlnrY=,,"Alterna de @WendyBrea
Dice Twitter que me quiere callar...
#DeZurdaTeam 🤝🐺🐴♣️",,342,261,2020-02-22,es,February 2020
1343,QV6b+LDVonGfRxqMD3uA5QtKHjEIhtyYc2Wt7vmJg=,QV6b+LDVonGfRxqMD3uA5QtKHjEIhtyYc2Wt7vmJg=,QV6b+LDVonGfRxqMD3uA5QtKHjEIhtyYc2Wt7vmJg=,,"""Sólo se ama lo que bien se conoce"" José Martí",,63,53,2019-09-17,en,September 2019
1344,pcq9St6dT0mEh04VvwB02u0SRiRJnQyNp4Zt5ZqAE=,pcq9St6dT0mEh04VvwB02u0SRiRJnQyNp4Zt5ZqAE=,pcq9St6dT0mEh04VvwB02u0SRiRJnQyNp4Zt5ZqAE=,,"Mi alegría, mi humanismo, mi amor por la familia y mi patria",,4287,2456,2019-02-26,es,February 2019
1345,hvfFAPkefVGdzm464MHxWe0jdaCVij0gQOdMFZTvI=,hvfFAPkefVGdzm464MHxWe0jdaCVij0gQOdMFZTvI=,hvfFAPkefVGdzm464MHxWe0jdaCVij0gQOdMFZTvI=,miami,Amo compratir con mia amigas,,75,299,2020-04-22,es,April 2020
1346,j1Xc4fcEyQNtbqNw1UNrEvyPWnM8mbVEae6sEjheqHA=,j1Xc4fcEyQNtbqNw1UNrEvyPWnM8mbVEae6sEjheqHA=,j1Xc4fcEyQNtbqNw1UNrEvyPWnM8mbVEae6sEjheqHA=,Holguín,"Ortopedico, Trofólogo y amante de mi Ciudad",,259,321,2017-02-17,es,February 2017
1347,RE8DZQWDITSI88040BN5i3h+iTSp41c3aUvNN72wz0=,RE8DZQWDITSI88040BN5i3h+iTSp41c3aUvNN72wz0=,RE8DZQWDITSI88040BN5i3h+iTSp41c3aUvNN72wz0=,,"Cubanisimo, abogado, Martiano y Fidelista. amante de la cultura y el deporte. Toda la Gloria del mundo cabe en un Grano de Maíz.",,560,681,2019-09-20,es,September 2019
1348,UdH8fisvDfVHQDzpZhtLh7THHbHDplhySOv300ev8=,UdH8fisvDfVHQDzpZhtLh7THHbHDplhySOv300ev8=,UdH8fisvDfVHQDzpZhtLh7THHbHDplhySOv300ev8=,,"Cubano Fidelista y Martiano, Licenciado en Derecho, que ama y siente orgullo de los valores y tradiciones de su Patria Socialista.",,20,59,2019-02-22,es,February 2019
1349,c3LDP86dfLsYM7DfE1vwC5jta3UttRUJ3zVnMnFrIw=,c3LDP86dfLsYM7DfE1vwC5jta3UttRUJ3zVnMnFrIw=,c3LDP86dfLsYM7DfE1vwC5jta3UttRUJ3zVnMnFrIw=,Cuba,,,5,42,2018-02-19,es,February 2018
1350,u8Y2RZOYu9ERoL7D+nGUmLGyrXVfKYpqn5o7ncPY=,u8Y2RZOYu9ERoL7D+nGUmLGyrXVfKYpqn5o7ncPY=,u8Y2RZOYu9ERoL7D+nGUmLGyrXVfKYpqn5o7ncPY=,Cuba,"Soy una abuela feliz, que le encantan las plantas, el mar, los libros, las noticias, los postres y la historia de #Cuba y la #PatriaGrande. #CubaSalvaVidas",,1024,1310,2020-02-10,es,February 2020
1351,Ags2yCYmq6HZe5ju7Pi+ceO3z6qHRtmFhSHFktAsCl0=,Ags2yCYmq6HZe5ju7Pi+ceO3z6qHRtmFhSHFktAsCl0=,Ags2yCYmq6HZe5ju7Pi+ceO3z6qHRtmFhSHFktAsCl0=,,Estudiante de la Universidad de Ciencias Médicas de Gtmo. Si me sigues te sigo,,49,101,2016-04-04,es,April 2016
1352,C4CUhluctXMehnLdhyqpzm2QtG2HsXa6sTEeN184zks=,C4CUhluctXMehnLdhyqpzm2QtG2HsXa6sTEeN184zks=,C4CUhluctXMehnLdhyqpzm2QtG2HsXa6sTEeN184zks=,,,,15,43,2020-04-03,en,April 2020
1353,43CTmC5op9Qs+nzoWZ05KxIQdJdF1S5OweODFkB1H0=,43CTmC5op9Qs+nzoWZ05KxIQdJdF1S5OweODFkB1H0=,43CTmC5op9Qs+nzoWZ05KxIQdJdF1S5OweODFkB1H0=,Cuba,"No hay fuerza superior a esa energía atómica que es el átomo de amor a la patria, Fidel Castro.
#DeZurdaTeam 🤝🐆♠️",,564,732,2019-12-10,es,December 2019
1354,wiQyAceZzOpm8PDh7aVlfoWBQwP5Hj+Xg0TrvGjCWzE=,wiQyAceZzOpm8PDh7aVlfoWBQwP5Hj+Xg0TrvGjCWzE=,wiQyAceZzOpm8PDh7aVlfoWBQwP5Hj+Xg0TrvGjCWzE=,,"Soy Cubano, Fidelista, me gustan los perros, el futbol y el avance y desarrollo de las tecnologias. #DeZurdaTeam
🐴♦",,436,531,2014-05-21,es,May 2014
1355,q1tcf4yin2V75JBhIoSk8LRfWN5ofjYJZNTNEg1HtCI=,q1tcf4yin2V75JBhIoSk8LRfWN5ofjYJZNTNEg1HtCI=,q1tcf4yin2V75JBhIoSk8LRfWN5ofjYJZNTNEg1HtCI=,Cuba,Nuevitero hasta el fin. Revolucionario cubano. El compromiso: luchar hasta las últimas consecuencias por un mundo justo y un país digno. Sigo temas migratorios,,3117,4975,2019-04-10,es,April 2019
1356,3f+XxZcsHiKTvOLl3FyH8oSerL7Xuiw4b9HVSio588=,3f+XxZcsHiKTvOLl3FyH8oSerL7Xuiw4b9HVSio588=,3f+XxZcsHiKTvOLl3FyH8oSerL7Xuiw4b9HVSio588=,,"Cubano, Fidelista y Martiano - Una idea justa vale más que todo el dinero del mundo #Cuba 🇨🇺 #DeZurdaTeam 🤝🐴♣️",,273,210,2020-03-29,es,March 2020
1357,5f0WuKYq1X+9JkGgoFVVe7E58oZf8R0dcHb06VHBhM=,5f0WuKYq1X+9JkGgoFVVe7E58oZf8R0dcHb06VHBhM=,5f0WuKYq1X+9JkGgoFVVe7E58oZf8R0dcHb06VHBhM=,,,,0,8,2019-07-08,es,July 2019
1358,hq3CksB5LWcfVtVK0NpY16egk6EvikvphunI0aczxo=,hq3CksB5LWcfVtVK0NpY16egk6EvikvphunI0aczxo=,hq3CksB5LWcfVtVK0NpY16egk6EvikvphunI0aczxo=,Cuba,Joven a la que le sigue germinando luz y mucha Buena Fe del corazón❣️. Y como 11 millones d cubanos... Sobrevivente del #bloqueo.        #DeZurdaTeam 🤝🐺🐴♣️,,1871,1606,2019-12-09,es,December 2019
1359,+YcxVfnsqfLN8yBf2T7y2cHtmKsZlmqhxzrhovPw4dg=,+YcxVfnsqfLN8yBf2T7y2cHtmKsZlmqhxzrhovPw4dg=,+YcxVfnsqfLN8yBf2T7y2cHtmKsZlmqhxzrhovPw4dg=,"Santiago, Chile",,,33,46,2020-02-20,en,February 2020
1360,PYXImN+ffEunuluf7RhDgkLVkmQ9QEivMh3UNKZuEY=,PYXImN+ffEunuluf7RhDgkLVkmQ9QEivMh3UNKZuEY=,PYXImN+ffEunuluf7RhDgkLVkmQ9QEivMh3UNKZuEY=,Cuba,"💯🇨🇺 Me encanta el país donde vivo, mi gente bonita. Amigo del que ama❤️, enemigo del que destruye☢️. #SiguemeYTeSigo. Soy #DeZurdaTeam 🤝🐆♠️",,483,344,2019-12-24,en,December 2019
1361,HmYHsaPjt+xzIMP1G3LB0DcMm7BAqvndKqLrxcrNtKc=,HmYHsaPjt+xzIMP1G3LB0DcMm7BAqvndKqLrxcrNtKc=,HmYHsaPjt+xzIMP1G3LB0DcMm7BAqvndKqLrxcrNtKc=,,"""En las relaciones internacionales practicamos nuestra solidaridad con hechos, no con bellas palabras"". #FidelCastro #DeZurdaTeam 🤝 🐘♠️",,242,327,2020-04-16,es,April 2020
1362,uX05o6bHrVpn92qD3C1EapBXHkdBGqHu9Wa7X+YLKJ0=,uX05o6bHrVpn92qD3C1EapBXHkdBGqHu9Wa7X+YLKJ0=,uX05o6bHrVpn92qD3C1EapBXHkdBGqHu9Wa7X+YLKJ0=,,,,1,9,2017-10-14,es,October 2017
1363,DpEsAoJ2UtFOYj7fedTpFXHRtPFjKdkkmFcibsLd0sQ=,DpEsAoJ2UtFOYj7fedTpFXHRtPFjKdkkmFcibsLd0sQ=,DpEsAoJ2UtFOYj7fedTpFXHRtPFjKdkkmFcibsLd0sQ=,La Habana,"🇨🇺Cubana de pura cepa, madre y mujer💜",,588,730,2019-09-09,es,September 2019
1364,V5y8NvA8Zgo0QwCkCPL1+O6xEwrcnm8IReRF+BIuwk=,V5y8NvA8Zgo0QwCkCPL1+O6xEwrcnm8IReRF+BIuwk=,V5y8NvA8Zgo0QwCkCPL1+O6xEwrcnm8IReRF+BIuwk=,México,"God first.
In God I trust.
#ClanPussicats",,469,254,2018-06-07,es,June 2018
1365,irILyUtZ47qZPaoFyEIlgtU8O0MfBBjsUMcERxYSJo4=,irILyUtZ47qZPaoFyEIlgtU8O0MfBBjsUMcERxYSJo4=,irILyUtZ47qZPaoFyEIlgtU8O0MfBBjsUMcERxYSJo4=,"La Serena, Chile",,,32,45,2020-02-20,en,February 2020
1366,bx7JYiuZUFCFW9mrA2HMJFEmR8Mq7qVar61CJ49RH4=,bx7JYiuZUFCFW9mrA2HMJFEmR8Mq7qVar61CJ49RH4=,bx7JYiuZUFCFW9mrA2HMJFEmR8Mq7qVar61CJ49RH4=,"Pinar del Río, Cuba","Pinareño. Consolareño. Pero sobre todo 💯 % 🇨🇺 y Revolucionario. Ingeniero 🖥️ de profesión. A veces decimista, siempre optimista.",,1614,1658,2019-09-19,en,September 2019
1367,2WybF4H4ks+QDr5PyiukaAIE73OETpzZM0NWGnBIykU=,2WybF4H4ks+QDr5PyiukaAIE73OETpzZM0NWGnBIykU=,2WybF4H4ks+QDr5PyiukaAIE73OETpzZM0NWGnBIykU=,,Profesora de Historia,,47,68,2020-01-07,en,January 2020
1368,OLTZ6BHmnG7ODWNMTk2H81HoMmAjGtaEDj3CFK60=,OLTZ6BHmnG7ODWNMTk2H81HoMmAjGtaEDj3CFK60=,OLTZ6BHmnG7ODWNMTk2H81HoMmAjGtaEDj3CFK60=,Cuba,"Soy un Ingeniero en Telecomunicaciones orgulloso de mi #Cuba.

#DeZurdaTeam
#redFSLN",,1094,1546,2019-02-27,es,February 2019
1369,0w1rTezr04KNXbmbguGUFNQeiP4qVk7gGstUErQsg=,0w1rTezr04KNXbmbguGUFNQeiP4qVk7gGstUErQsg=,0w1rTezr04KNXbmbguGUFNQeiP4qVk7gGstUErQsg=,,Abogada cubana. Esta es la cuenta alternativa de Camila@mat,,0,32,2019-12-03,en,December 2019
1370,hc6aMjg5uS9ewDyo+urNi8jhtO4eIvdIfY24I3IzKJw=,hc6aMjg5uS9ewDyo+urNi8jhtO4eIvdIfY24I3IzKJw=,hc6aMjg5uS9ewDyo+urNi8jhtO4eIvdIfY24I3IzKJw=,"Santiago, Chile",Bailarín posmoderno 🕺,,20,16,2020-02-06,en,February 2020
1371,kOnaGnRVmvaOku97dxl5QoC4hRCGbaUcnRH3W47gNqI=,kOnaGnRVmvaOku97dxl5QoC4hRCGbaUcnRH3W47gNqI=,kOnaGnRVmvaOku97dxl5QoC4hRCGbaUcnRH3W47gNqI=,,Ing Informática cubana me gusta disfrutar de la vida y el sol y las playas de mi #CubaIslaBella #DeZurdaTeam 🤝🐊♣️ #VillaClaraTeam,,812,958,2020-04-18,en,April 2020
1372,W7o6bri8WiPlyCQFtRjvqUIgwH8ZCJffNBAVpWXGDo=,W7o6bri8WiPlyCQFtRjvqUIgwH8ZCJffNBAVpWXGDo=,W7o6bri8WiPlyCQFtRjvqUIgwH8ZCJffNBAVpWXGDo=,La Habana,"Cubano, Socialista, Revolucionario y ¡Fidelista!.",,1960,544,2019-04-17,es,April 2019
1373,nX3i2HqmPM6HdH9gf+ufvAfKKOipifTJNwOu2qloxWY=,nX3i2HqmPM6HdH9gf+ufvAfKKOipifTJNwOu2qloxWY=,nX3i2HqmPM6HdH9gf+ufvAfKKOipifTJNwOu2qloxWY=,,"Soy una joven que defiende su #RevoluciónCubana, alegre, me gusta la música y las tecnología.",,696,904,2019-12-24,es,December 2019
1374,TnWff2qZgPg8QLhpAzvpEheAwoqNFYnyEVsRQfvH3Ag=,TnWff2qZgPg8QLhpAzvpEheAwoqNFYnyEVsRQfvH3Ag=,TnWff2qZgPg8QLhpAzvpEheAwoqNFYnyEVsRQfvH3Ag=,cubacoopera.uccm.sld.cu,Cuenta Oficial de la Brigada Médica Cubana en Tanzania,,53,184,2020-03-19,es,March 2020
1375,XjJ18hhxPl6pirHBNTtrl7pXkMwIcHgdG1IwfAlVbk=,XjJ18hhxPl6pirHBNTtrl7pXkMwIcHgdG1IwfAlVbk=,XjJ18hhxPl6pirHBNTtrl7pXkMwIcHgdG1IwfAlVbk=,,"Profesora 📓, solidaria, me encanta la música 🎷 Fiel a #FidelCastro, @DiazCanelB y a mi #Cuba 🇨🇺 #DeZurdaTeam 🤝🐬♠",,964,995,2019-11-19,en,November 2019
1376,1121800546036244480,Miguel Manuel Ayarde Aguilar,AyardeAguilar,Cuba,Joven😃made in 💯CUBA. Amante😍 de la buena 🎶. Seguidor de Martí y Fidel Fanático del ⚽️FCBarcelona. #DeZurdaTeam🤝🐴,,5967,6105,2019-04-26,es,April 2019
1377,JMU8xJYfHeZkFeIjtEtL5tNTXBABNeFDeRR+7VUhkHk=,JMU8xJYfHeZkFeIjtEtL5tNTXBABNeFDeRR+7VUhkHk=,JMU8xJYfHeZkFeIjtEtL5tNTXBABNeFDeRR+7VUhkHk=,,,,54,253,2019-03-06,es,March 2019
1378,CRFZkCOBoSgRdLoJn0MPnn5SeR116ZgqprPErYvjtr0=,CRFZkCOBoSgRdLoJn0MPnn5SeR116ZgqprPErYvjtr0=,CRFZkCOBoSgRdLoJn0MPnn5SeR116ZgqprPErYvjtr0=,,,,99,266,2020-05-04,en,May 2020
1379,vv2ilWBp+ILAL8SIRCNub7Po7X66EJeVYTNtJP0uE6s=,vv2ilWBp+ILAL8SIRCNub7Po7X66EJeVYTNtJP0uE6s=,vv2ilWBp+ILAL8SIRCNub7Po7X66EJeVYTNtJP0uE6s=,,"Defensor de la verdad, orgulloso de ser cubano, del grupo de los agradecidos.",,908,1069,2019-09-13,es,September 2019
1380,bwSqpFG2ckA7UrrmzDXcA3xTQORV2DFh8lgG2saFaec=,bwSqpFG2ckA7UrrmzDXcA3xTQORV2DFh8lgG2saFaec=,bwSqpFG2ckA7UrrmzDXcA3xTQORV2DFh8lgG2saFaec=,Holguín,"Historiadora, fiel a mi Patria, a la Revolución y sus líderes, martiana y fidelista, patriota y tierna flor de esta tierra digna. Sígueme y te sigo...",,1285,2552,2020-01-16,es,January 2020
1381,wqxUgpmxSgSb+A6N+VqXoDh1UZyPxJxTbW8TRiR7IE=,wqxUgpmxSgSb+A6N+VqXoDh1UZyPxJxTbW8TRiR7IE=,wqxUgpmxSgSb+A6N+VqXoDh1UZyPxJxTbW8TRiR7IE=,,"Cubano, socialista, antiimperialista 
y martiano.",,93,163,2019-10-05,es,October 2019
1382,vjBthzVKpuYRoF4lSzwJn7sJoCzBy90QPdmoVtM9QoA=,vjBthzVKpuYRoF4lSzwJn7sJoCzBy90QPdmoVtM9QoA=,vjBthzVKpuYRoF4lSzwJn7sJoCzBy90QPdmoVtM9QoA=,,Cubana 🇨🇺 fiel a mis ideales.💯x💯,,924,1211,2019-04-23,es,April 2019
1383,1138462673383972866,Ana Fernández🇨🇺,AnitaFernandex,,"Soy una 🇨🇺 que sigue las ideas de Fidel, Raúl y mi presidente Díaz Canel. Soy Cuba, Soy Fidel. Me gusta el mar, ❤ a mi familia. #DeZurdaTeam 🤝🐬",,8081,6536,2019-06-11,es,June 2019
1384,T75EqOZFstmDa83qHBtA0y54WSMedWXwmbJfWREpiig=,T75EqOZFstmDa83qHBtA0y54WSMedWXwmbJfWREpiig=,T75EqOZFstmDa83qHBtA0y54WSMedWXwmbJfWREpiig=,"La Habana, Cuba","Aún un joven cubano, diseñador en sueños, ingeniero por condición y patriota por convicción.",,117,92,2019-02-23,es,February 2019
1385,m04BvDLZFYv9Q3zejliCK8fNPKLrVijidYaYJ1AzKxU=,m04BvDLZFYv9Q3zejliCK8fNPKLrVijidYaYJ1AzKxU=,m04BvDLZFYv9Q3zejliCK8fNPKLrVijidYaYJ1AzKxU=,"La Habana, Cuba",Bióloga 💯 % 🇨🇺🌴 Amante de la vida y de las causas justas‼️,,194,260,2020-03-17,en,March 2020
1386,ZMhCUp+QZ9Wi0o9IzB8jWofRenef99fpqu8gMG57R0=,ZMhCUp+QZ9Wi0o9IzB8jWofRenef99fpqu8gMG57R0=,ZMhCUp+QZ9Wi0o9IzB8jWofRenef99fpqu8gMG57R0=,"Rancagua, Chile",,,36,48,2020-02-21,en,February 2020
1387,zpRaoerEbHLdG0gRwZGrqdSaKqUELXBdQ97rIewXNg=,zpRaoerEbHLdG0gRwZGrqdSaKqUELXBdQ97rIewXNg=,zpRaoerEbHLdG0gRwZGrqdSaKqUELXBdQ97rIewXNg=,Cuba,"Soy una persona culta, revolucionaria, patriota",,142,222,2016-11-27,es,November 2016
1388,pY1oyqKdKZcfJh47orkoEybhJguu0NHK4ZKqfJsnhxs=,pY1oyqKdKZcfJh47orkoEybhJguu0NHK4ZKqfJsnhxs=,pY1oyqKdKZcfJh47orkoEybhJguu0NHK4ZKqfJsnhxs=,,"💯Cubana, amante de la paz.",,1778,1465,2019-04-14,es,April 2019
1389,gi2CPqT7DKU1ZomnVuGfRfacX0sWbdmk6SzHsM3hf8=,gi2CPqT7DKU1ZomnVuGfRfacX0sWbdmk6SzHsM3hf8=,gi2CPqT7DKU1ZomnVuGfRfacX0sWbdmk6SzHsM3hf8=,,Diseñador. 100% Cubano.,,929,1205,2019-07-11,es,July 2019
1390,IFoap+s3kHC6nhXMXQXE+fzAYcwfcHMxpcjlxTq+YdE=,IFoap+s3kHC6nhXMXQXE+fzAYcwfcHMxpcjlxTq+YdE=,IFoap+s3kHC6nhXMXQXE+fzAYcwfcHMxpcjlxTq+YdE=,"La Habana,Cuba",Ingeniero informático seguidor de las ideas de Fidel y de Martí. #DeZurdaTeam 🤝🐬,,3251,3507,2019-07-19,es,July 2019
1391,UOw7MkXKIyNhDseLBT+zXu915qeOz8FnwiMhdYaFQOA=,UOw7MkXKIyNhDseLBT+zXu915qeOz8FnwiMhdYaFQOA=,UOw7MkXKIyNhDseLBT+zXu915qeOz8FnwiMhdYaFQOA=,Cuba,,,2,53,2015-04-29,es,April 2015
